game_id,turn,snake_id,snake_name,health,length,alive
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,0,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,100,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,0,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,100,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,0,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,100,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,0,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,100,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,1,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,99,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,2,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,98,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,3,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,97,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,4,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,96,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,5,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,95,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,6,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,94,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,7,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,93,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,8,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,92,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,9,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,91,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,9,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,91,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,9,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,91,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,9,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,91,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,9,f26ec4ef-0bf1-4991-a890-3c3ed8795e56,Friendly 1,91,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,9,8ddc447a-7ff0-442a-8448-a0555cff4f7d,Friendly 2,91,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,9,283d4f4e-cd4b-43a4-a266-3551c6b6cb04,Competitive 1,91,3,1
800c6d24-7fdf-4fa0-8eff-9efab53c4d71,9,785f937b-b6c5-4ec1-89e3-ab7f55be66c3,Competitive 2,91,3,1
